timestamp,y_true,y_pred
2024-02-29 05:00:00+00:00,1.6454,1.666339361937527
2024-02-29 06:00:00+00:00,1.6621,1.680828926777365
2024-02-29 07:00:00+00:00,1.673,1.6925185761577914
2024-02-29 08:00:00+00:00,1.6871,1.7014795077053178
2024-02-29 09:00:00+00:00,1.613,1.639255405427952
2024-02-29 10:00:00+00:00,1.6427,1.6595567815004344
2024-02-29 11:00:00+00:00,1.5754,1.5909986943651324
2024-02-29 12:00:00+00:00,1.5336,1.5394515071317014
2024-02-29 13:00:00+00:00,1.4745,1.4795092108893477
2024-02-29 14:00:00+00:00,1.4115,1.417431768322151
2024-02-29 15:00:00+00:00,1.3631,1.3663805227363843
2024-02-29 16:00:00+00:00,1.2986,1.29330870667956
2024-02-29 17:00:00+00:00,1.25,1.2387673754218818
2024-02-29 18:00:00+00:00,1.207,1.1924544697336783
2024-02-29 19:00:00+00:00,1.1887,1.1743634592469154
2024-02-29 20:00:00+00:00,1.1523,1.139815394170419
2024-02-29 21:00:00+00:00,1.1686,1.1632852025070046
2024-02-29 22:00:00+00:00,1.1626,1.1651460323820155
2024-02-29 23:00:00+00:00,1.2077,1.2042167751077693
