valueDateTimeOffset,settlementPeriod,transmissionSystemDemand,nationalDemand,B1_indicatedGeneration,B10_indicatedGeneration,B11_indicatedGeneration,B12_indicatedGeneration,B13_indicatedGeneration,B14_indicatedGeneration,B15_indicatedGeneration,B16_indicatedGeneration,B17_indicatedGeneration,B2_indicatedGeneration,B3_indicatedGeneration,B4_indicatedGeneration,B5_indicatedGeneration,B6_indicatedGeneration,B7_indicatedGeneration,B8_indicatedGeneration,B9_indicatedGeneration,B1_indicatedDemand,B10_indicatedDemand,B11_indicatedDemand,B12_indicatedDemand,B13_indicatedDemand,B14_indicatedDemand,B15_indicatedDemand,B16_indicatedDemand,B17_indicatedDemand,B2_indicatedDemand,B3_indicatedDemand,B4_indicatedDemand,B5_indicatedDemand,B6_indicatedDemand,B7_indicatedDemand,B8_indicatedDemand,B9_indicatedDemand,B1_indicatedMargin,B10_indicatedMargin,B11_indicatedMargin,B12_indicatedMargin,B13_indicatedMargin,B14_indicatedMargin,B15_indicatedMargin,B16_indicatedMargin,B17_indicatedMargin,B2_indicatedMargin,B3_indicatedMargin,B4_indicatedMargin,B5_indicatedMargin,B6_indicatedMargin,B7_indicatedMargin,B8_indicatedMargin,B9_indicatedMargin,B1_indicatedImbalance,B10_indicatedImbalance,B11_indicatedImbalance,B12_indicatedImbalance,B13_indicatedImbalance,B14_indicatedImbalance,B15_indicatedImbalance,B16_indicatedImbalance,B17_indicatedImbalance,B2_indicatedImbalance,B3_indicatedImbalance,B4_indicatedImbalance,B5_indicatedImbalance,B6_indicatedImbalance,B7_indicatedImbalance,B8_indicatedImbalance,B9_indicatedImbalance,imbalancePrice,lossOfLoadProbability,deratedMargin
2025-10-01 23:00:00+00:00,1,23145,21500,2116,1057,16221,1094,0,438,1652,16681,0,3550,142,4738,4818,8828,10616,17548,18007,-66,-1147,-2180,-2113,-482,-1663,-615,-2935,-1015,-152,-96,-255,-404,-820,-1270,-3606,-5376,-3404,6579,-8477,8011,2274,5263,10771,-6523,2453,-4289,-142,-5180,-3800,-8988,-6213,-11676,-11957,1918,-1715,10919,-3614,-1100,-3126,492,10355,-2772,3132,120,4100,3740,6584,7294,9540,6185,63.07,0.0,22392.812
2025-10-01 23:30:00+00:00,2,22872,21119,2097,1057,15888,1096,0,438,1652,16335,0,3515,141,4715,4793,8763,10547,17188,17635,-65,-1112,-2093,-2077,-470,-1567,-593,-2845,-993,-155,-95,-257,-397,-787,-1218,-3579,-5325,-3407,6627,-8577,8094,2293,5325,10784,-6631,2501,-4296,-142,-5191,-3819,-9027,-6275,-11714,-12052,1902,-1667,10678,-3530,-1081,-3064,505,10107,-2724,3104,119,4088,3734,6558,7283,9210,5898,59.84,0.0,23718.607
2025-10-02 00:00:00+00:00,3,22991,20750,2084,1054,15809,1092,0,438,1658,16236,0,3475,144,4687,4765,8701,10483,17072,17498,-66,-1130,-2134,-2124,-468,-1533,-670,-2882,-983,-201,-96,-304,-442,-823,-1251,-4075,-5806,-3411,6669,-8664,8167,2312,5384,10760,-6732,2548,-4303,-143,-5202,-3837,-9064,-6330,-11397,-11796,1893,-1624,10688,-3456,-1062,-3004,482,10108,-2678,3071,123,4071,3724,6534,7274,8778,5502,92.5,0.0,23937.387
2025-10-02 00:30:00+00:00,4,22758,20650,2053,1054,15653,1090,0,438,1655,16036,0,3392,139,4606,4684,8585,10367,16869,17252,-65,-1161,-2185,-2141,-468,-1560,-669,-2932,-1022,-248,-95,-380,-514,-885,-1308,-3984,-5754,-3412,6681,-8688,8187,2317,5401,10764,-6759,2560,-4305,-143,-5205,-3842,-9075,-6345,-11567,-11980,1863,-1611,10556,-3436,-1058,-2988,482,9933,-2665,2990,118,3993,3648,6428,7173,8744,5440,91.0,0.0,24505.219
2025-10-02 01:00:00+00:00,5,22104,19986,2013,1093,15398,1128,0,438,1810,15757,0,3308,138,4523,4598,8432,10153,16571,16930,-65,-1195,-2249,-2244,-505,-1491,-742,-2946,-1053,-225,-95,-362,-509,-906,-1323,-4172,-5923,-3418,6814,-8911,8381,2351,5508,10944,-7056,2644,-4318,-144,-5224,-3874,-9142,-6506,-11797,-12369,1829,-1488,10461,-3256,-1024,-2881,659,9888,-2581,2919,118,3929,3594,6342,7060,8615,5444,68.22,0.0,24452.803
2025-10-02 01:30:00+00:00,6,21933,19754,1951,1092,15185,1128,0,438,1809,15518,0,3214,135,4426,4500,8276,9995,16304,16638,-64,-1169,-2394,-2234,-484,-1526,-758,-3085,-1100,-355,-94,-488,-632,-1067,-1478,-4405,-6196,-3420,6849,-9002,8438,2365,5546,10952,-7154,2673,-4322,-144,-5231,-3886,-9166,-6541,-11872,-12481,1769,-1460,10304,-3206,-1013,-2843,666,9709,-2552,2829,115,3839,3508,6210,6937,8372,5209,71.48277551112587,0.0,25057.592
2025-10-02 02:00:00+00:00,7,21489,19359,1903,1119,15074,1158,0,438,2081,15361,0,3135,129,4346,4418,8157,9934,16123,16410,-64,-1089,-1994,-2011,-456,-1484,-643,-2777,-956,-148,-94,-248,-379,-742,-1149,-3814,-5552,-3423,6910,-9093,8517,2386,5610,11317,-7154,2720,-4331,-144,-5243,-3925,-9226,-6560,-12086,-12651,1724,-1383,10288,-3092,-993,-2779,1030,9552,-2502,2758,109,3770,3445,6131,6935,8406,5152,56.89037284123686,0.0,25251.523
2025-10-02 02:30:00+00:00,8,21332,19292,1872,1119,14902,1160,0,438,2081,15163,0,3045,124,4247,4318,8048,9823,15870,16132,-64,-1079,-2072,-2006,-452,-1491,-671,-2854,-949,-142,-94,-242,-375,-791,-1213,-3809,-5540,-3424,6918,-9110,8531,2389,5621,11319,-7176,2728,-4332,-144,-5245,-3928,-9233,-6570,-12201,-12780,1694,-1375,10132,-3075,-990,-2768,1032,9371,-2494,2669,104,3673,3348,6029,6834,8267,4998,57.2981662037444,0.0,25176.074
2025-10-02 03:00:00+00:00,9,21474,19233,1845,1089,14753,1129,1,438,1693,14993,0,2958,121,4152,4221,7926,9740,15634,15873,-63,-1081,-2002,-1977,-454,-1482,-578,-3118,-953,-140,-93,-240,-373,-745,-1153,-3540,-5609,-3424,6899,-9090,8525,2392,5630,10898,-6839,2736,-4333,-144,-5247,-3931,-9239,-6545,-12360,-12629,1667,-1397,9997,-3094,-986,-2759,608,8883,-2486,2583,101,3580,3254,5913,6760,8224,4606,93.45,0.0,25009.256
2025-10-02 03:30:00+00:00,10,21455,19200,1800,1087,14574,1273,1,438,1810,14795,0,2880,122,4066,4134,7808,9620,15403,15625,-64,-1098,-2037,-2006,-460,-1529,-598,-3156,-969,-143,-94,-243,-380,-763,-1175,-3594,-5681,-3425,6903,-9100,8606,2394,5636,10919,-6862,2740,-4334,-144,-5248,-3933,-9243,-6550,-12358,-12644,1623,-1395,9826,-2943,-984,-2753,726,8693,-2482,2506,102,3495,3169,5799,6645,7991,4361,91.0,0.0,24881.31
2025-10-02 04:00:00+00:00,11,23341,19757,2001,1113,14835,2066,1,438,1946,15291,0,3040,158,4258,4324,7928,9738,15678,16133,-67,-1147,-2123,-2085,-476,-1640,-2164,-3244,-1008,-148,-97,-252,-397,-804,-1231,-3475,-5604,-3371,6853,-9006,8862,2390,5545,9002,-6807,2694,-4274,-144,-5183,-3876,-9207,-6488,-12478,-12756,1819,-1439,9953,-2269,-1012,-2844,-727,9046,-2552,2655,138,3671,3331,5862,6679,8304,4828,91.0,0.0,23836.07
2025-10-02 04:30:00+00:00,12,23740,20156,1953,1190,15088,2837,1,438,2512,15901,0,2957,155,4164,4229,7749,9557,16108,16921,-81,-1217,-2288,-2209,-503,-1783,-2198,-3415,-1069,-167,-101,-276,-446,-885,-1341,-3705,-5901,-3367,6803,-8910,8809,2370,5481,8993,-6722,2644,-4267,-143,-5171,-3857,-9166,-6428,-12332,-12572,1767,-1413,10110,-1583,-1032,-2908,-174,9553,-2603,2565,134,3565,3217,5642,6438,8589,5413,91.0,0.0,23957.668
2025-10-02 05:00:00+00:00,13,26429,22871,1943,1282,15537,3003,1,443,2606,17261,3,2957,155,4363,4429,7887,9707,16728,18454,-83,-1345,-2537,-2399,-562,-1976,-2171,-3674,-1232,-177,-108,-292,-474,-959,-1465,-4078,-6447,-3343,6317,-8171,8085,2219,5041,8798,-5947,2348,-4215,-141,-5092,-3724,-8893,-6022,-11312,-11218,1733,-1663,9905,-1998,-1168,-3343,-147,10215,-2942,2513,132,3685,3284,5503,6178,8221,5570,109.35,0.0,20824.186
2025-10-02 05:30:00+00:00,14,28569,25011,1866,1380,15442,3131,18,462,2752,17295,5,2817,163,4255,4323,7762,9588,16702,18561,-104,-1451,-2714,-2579,-605,-2124,-2183,-3860,-1276,-207,-115,-330,-539,-1065,-1611,-4378,-6799,-3323,6048,-7620,7658,2113,4694,8721,-5473,2079,-4174,-138,-5030,-3619,-8675,-5699,-10502,-10212,1636,-1834,9294,-2328,-1258,-3671,-73,9699,-3209,2332,137,3515,3073,5160,5736,7416,4592,109.35,0.0,18708.082
2025-10-02 06:00:00+00:00,15,30722,27579,1806,1545,15771,3751,58,537,2866,17649,116,2805,303,4442,4524,8033,9864,17189,19183,-95,-1551,-2895,-2748,-647,-2267,-1782,-4049,-1385,-207,-125,-342,-551,-1124,-1713,-4693,-7233,-3300,5839,-7096,7238,1995,4296,9073,-5047,1773,-4128,-136,-4949,-3522,-8442,-5340,-9721,-9222,1553,-1993,9004,-2258,-1346,-4012,367,9393,-3422,2271,275,3628,3148,5169,5624,6968,3913,109.99925719167317,0.0,16594.076
2025-10-02 06:30:00+00:00,16,31855,28712,1761,1540,15855,3978,66,544,2867,17700,207,2753,305,4373,4456,8012,9889,17299,19351,-102,-1623,-3080,-2874,-679,-2369,-1792,-4242,-1476,-222,-132,-364,-592,-1210,-1839,-4973,-7612,-3290,5695,-6824,6992,1937,4113,9034,-4780,1629,-4107,-135,-4916,-3467,-8326,-5169,-9306,-8668,1498,-2141,8815,-2273,-1395,-4188,330,9153,-3474,2198,276,3526,3025,5032,5478,6666,3507,115.0,0.0,14991.905
2025-10-02 07:00:00+00:00,17,29778,29278,1730,1471,15436,4062,20,497,3893,17314,60,2615,309,4203,4273,7755,9635,16809,18747,-109,-1678,-3211,-2965,-710,-2441,-256,-3345,-1535,-236,-139,-385,-625,-1269,-1922,-5168,-6837,-3288,5632,-6551,6871,1905,4021,11788,-5494,1558,-4099,-134,-4902,-3401,-8235,-4953,-8904,-9181,1462,-2281,8260,-2310,-1469,-4327,2881,9655,-3692,2049,279,3339,2814,4718,5139,5970,3650,112.21,0.0,15032.125
2025-10-02 07:30:00+00:00,18,29490,28990,1711,1455,15366,4022,20,461,3914,17240,28,2536,298,4055,4130,7659,9550,16771,18673,-110,-1690,-3269,-2995,-711,-2481,-257,-3405,-1556,-240,-140,-391,-635,-1290,-1956,-5273,-6964,-3289,5667,-6593,6960,1919,4068,11800,-5533,1589,-4103,-135,-4909,-3413,-8266,-4998,-8963,-9268,1446,-2261,8259,-2289,-1454,-4316,2911,9655,-3688,1976,269,3200,2685,4651,5097,6037,3722,109.35,0.0,15525.002
2025-10-02 08:00:00+00:00,19,29839,29339,1582,1507,14938,4008,20,461,3658,17508,5,2378,163,3656,3733,7299,9136,16345,18920,-130,-1684,-3344,-2998,-702,-2518,-258,-3481,-1566,-259,-140,-410,-671,-1342,-2015,-5368,-7071,-3285,5624,-6453,6872,1890,4011,11526,-4684,1544,-4096,-134,-4785,-3282,-8116,-4879,-8796,-8348,1313,-2253,7747,-2378,-1472,-4373,2643,9833,-3755,1811,133,2791,2271,4255,4630,5484,3792,109.35,0.0,14205.811
2025-10-02 08:30:00+00:00,20,29295,28795,1536,1495,14965,4245,2,438,3685,17533,3,2331,172,3614,3694,7309,9148,16388,18959,-124,-1645,-3333,-2941,-678,-2521,-254,-3467,-1543,-253,-140,-403,-673,-1339,-2007,-5353,-7031,-3290,5692,-6578,6982,1917,4099,11544,-4807,1613,-4106,-135,-4800,-3309,-8172,-4961,-8969,-8588,1272,-2196,7905,-2024,-1463,-4308,2689,9998,-3688,1774,143,2764,2259,4321,4724,5725,4106,109.35,0.0,14940.793
2025-10-02 09:00:00+00:00,21,28232,27732,1330,1499,14845,4266,0,437,4019,17520,3,2123,185,3399,3483,7161,9002,16294,18972,-124,-1593,-3324,-2865,-647,-2520,-268,-3456,-1517,-263,-139,-414,-683,-1346,-2004,-5346,-6995,-3300,5826,-6827,7191,1970,4271,12176,-4958,1747,-4127,-136,-4831,-3361,-8280,-5122,-9355,-9009,1076,-2058,8041,-1776,-1412,-4137,3059,10259,-3554,1587,157,2580,2100,4281,4739,6018,4658,109.35,0.0,15634.797
2025-10-02 09:30:00+00:00,22,27640,27140,1352,1506,14996,4278,0,437,3249,17480,3,2166,198,3462,3551,7362,9208,16506,18993,-110,-1543,-3306,-2797,-620,-2506,-246,-3435,-1493,-266,-140,-428,-681,-1339,-1995,-5316,-6938,-3333,5900,-7001,7341,2000,4368,12199,-5132,1821,-4166,-136,-4877,-3418,-8369,-5240,-9608,-9339,1103,-1977,8335,-1637,-1382,-4041,2309,10371,-3480,1641,170,2660,2197,4543,5034,6445,4980,109.35,0.0,16465.918
2025-10-02 10:00:00+00:00,23,26643,26143,1351,1514,14688,3781,1,438,3182,16684,3,2192,176,3474,3569,7550,9400,15955,17954,-119,-1492,-3284,-2712,-583,-2498,-238,-3410,-1455,-269,-139,-425,-673,-1320,-1973,-5275,-6855,-3358,6028,-7210,7567,2040,4525,12274,-5348,1940,-4197,-137,-4917,-3415,-8419,-5339,-9915,-9771,1111,-1843,8267,-1921,-1331,-3878,2276,9831,-3354,1686,149,2701,2263,4832,5377,6257,4446,109.35,0.0,15479.874
2025-10-02 10:30:00+00:00,24,26214,25714,1377,1530,14475,2967,4,445,3204,16163,3,2233,184,3430,3526,7697,9550,15691,17382,-107,-1455,-3209,-2640,-564,-2491,-237,-3332,-1490,-232,-137,-380,-616,-1253,-1896,-5182,-6796,-3362,6082,-7331,7664,2061,4614,12289,-5466,1993,-4205,-138,-4930,-3437,-8463,-5404,-10086,-9992,1141,-1773,8157,-2643,-1307,-3802,2313,9421,-3300,1735,158,2670,2242,5023,5592,6149,4092,97.0,0.0,13740.114
2025-10-02 11:00:00+00:00,25,26228,25728,1382,1544,14648,2666,9,451,3252,16123,3,2221,189,3428,3527,7863,9682,15930,17408,-120,-1438,-3197,-2642,-554,-2498,-262,-3318,-1455,-244,-136,-390,-630,-1253,-1889,-5154,-6729,-3362,6078,-7349,7654,2061,4591,12304,-5467,1992,-4205,-138,-4959,-3466,-8486,-5426,-10125,-10014,1146,-1761,8327,-2947,-1302,-3798,2360,9377,-3302,1723,163,2667,2242,5188,5722,6383,4110,63.07,0.0,12221.157
2025-10-02 11:30:00+00:00,26,26627,26127,1406,1331,14832,2458,13,451,3281,16329,3,2281,198,3502,3603,7990,9810,16161,17660,-105,-1413,-3134,-2593,-541,-2488,-265,-3252,-1385,-259,-135,-404,-630,-1241,-1867,-5067,-6570,-3358,6031,-7230,7576,2044,4524,12284,-5336,1940,-4197,-137,-4948,-3446,-8425,-5345,-9956,-9781,1166,-2024,8415,-3240,-1318,-3863,2376,9481,-3352,1775,171,2730,2298,5274,5789,6469,4160,61.65,0.0,12675.267
2025-10-02 12:00:00+00:00,27,26187,25535,1456,1162,15067,2305,15,454,4220,16551,0,2372,214,3613,3718,8185,10007,16479,17963,-104,-1429,-3241,-2702,-566,-2525,-432,-3373,-1434,-329,-134,-497,-717,-1315,-1927,-5397,-6964,-3364,6121,-7319,7732,2073,4624,13221,-5458,2016,-4208,-138,-4935,-3445,-8455,-5405,-9970,-9903,1222,-2118,8793,-3266,-1287,-3764,3335,9855,-3280,1877,188,2858,2442,5529,6076,6850,4611,91.6,0.0,15924.183
2025-10-02 12:30:00+00:00,28,26092,25315,1533,1167,15408,2331,15,449,4246,16887,0,2523,231,3785,3893,8452,10274,16884,18363,-103,-1453,-3250,-2769,-559,-2520,-428,-3376,-1477,-345,-133,-541,-757,-1345,-1962,-5517,-7120,-3366,6148,-7378,7805,2084,4656,13262,-5515,2042,-4213,-138,-4941,-3456,-8448,-5408,-9947,-9907,1301,-2086,9187,-3193,-1276,-3733,3368,10247,-3253,2033,205,3036,2628,5819,6376,7210,4998,91.6,0.0,18340.336
2025-10-02 13:00:00+00:00,29,26173,25289,1630,1180,15788,2358,11,446,3791,16462,0,2713,250,4001,4113,8765,10587,17330,18005,-102,-1419,-3076,-2583,-522,-2456,-381,-3297,-1393,-222,-132,-401,-615,-1197,-1811,-5256,-6870,-3366,6165,-7473,7848,2083,4660,12785,-6297,2046,-4213,-138,-5026,-3541,-8535,-5496,-10044,-10693,1398,-2069,9573,-3161,-1278,-3732,2914,9722,-3249,2223,224,3253,2849,6135,6693,7666,4546,93.9,0.0,19057.309
2025-10-02 13:30:00+00:00,30,26029,25151,1746,1171,16200,2357,5,443,3802,16865,0,2932,251,4234,4349,9112,10934,17831,18495,-101,-1414,-3099,-2579,-518,-2457,-396,-3321,-1359,-220,-131,-399,-607,-1177,-1783,-5272,-6853,-3367,6191,-7509,7914,2099,4683,12790,-6335,2063,-4216,-138,-5030,-3548,-8549,-5523,-10101,-10770,1515,-2061,10018,-3132,-1278,-3712,2930,10161,-3232,2445,225,3490,3092,6496,7061,8223,5112,90.38,0.0,19460.299
2025-10-02 14:00:00+00:00,31,26360,25138,1888,1165,16477,2357,0,440,3285,17219,0,3186,265,4516,4636,9490,11134,18175,18917,-99,-1379,-3067,-2547,-521,-2436,-435,-3746,-1400,-217,-129,-393,-612,-1168,-1787,-4951,-7030,-3367,6225,-7691,7955,2115,4684,12143,-6058,2071,-4168,-138,-5022,-3562,-8563,-5727,-10562,-10778,1657,-2065,10298,-3130,-1282,-3713,2319,10062,-3230,2699,239,3772,3380,6875,7263,8843,5356,92.0,0.0,19201.514
2025-10-02 14:30:00+00:00,32,26962,25740,2012,1165,16898,2347,0,438,3285,17688,0,3435,273,4786,4907,9811,11455,18723,19512,-98,-1431,-3077,-2637,-556,-2511,-426,-3758,-1431,-314,-128,-452,-669,-1219,-1831,-5048,-7160,-3362,6148,-7576,7843,2084,4586,12123,-5931,1995,-4156,-138,-5005,-3532,-8502,-5656,-10403,-10532,1776,-2141,10574,-3268,-1312,-3813,2299,10376,-3306,2936,247,4025,3621,7135,7493,9172,5645,93.8,0.0,18963.709
2025-10-02 15:00:00+00:00,33,29542,26964,2301,1159,17746,2353,0,461,2838,18780,11,3842,317,5249,5370,10329,12153,20024,21069,-96,-1463,-2921,-2611,-571,-2476,-1221,-4075,-1402,-209,-126,-344,-546,-1104,-1706,-4843,-7400,-3351,5989,-7117,7593,2024,4388,10704,-5001,1844,-4133,-137,-4970,-3472,-8377,-5305,-9825,-9330,2054,-2301,11127,-3524,-1373,-3988,925,10682,-3449,3320,290,4453,4024,7528,8006,10027,6111,99.00026239832066,0.0,17603.242
2025-10-02 15:30:00+00:00,34,30651,28073,2477,1176,18260,2376,18,463,2844,19309,13,4147,320,5590,5712,10698,12522,20933,21995,-94,-1517,-2924,-2684,-603,-2486,-1226,-4080,-1419,-206,-124,-340,-544,-1106,-1712,-4868,-7443,-3350,5849,-6859,7373,1968,4208,10667,-4725,1704,-4121,-135,-4946,-3427,-8273,-5146,-9428,-8775,2220,-2424,11374,-3739,-1411,-4166,894,10926,-3587,3604,291,4761,4312,7784,8207,10532,6474,106.0,0.0,16756.95
2025-10-02 16:00:00+00:00,35,32728,29170,2424,1159,18384,2383,20,467,2493,19466,73,4108,238,5707,5822,10612,12448,21326,22481,-95,-1566,-2933,-2753,-635,-2499,-2222,-4149,-1432,-206,-125,-340,-547,-1114,-1721,-4913,-7562,-3349,5658,-6861,7120,1911,4030,9157,-4650,1572,-4109,-134,-4924,-3382,-8170,-4990,-9294,-8431,2157,-2579,11234,-3966,-1464,-4340,-475,10741,-3665,3544,208,4847,4368,7586,7968,10526,6344,106.0,0.0,17123.373
2025-10-02 16:30:00+00:00,36,33563,30005,2552,1124,18453,2240,20,497,2429,19614,43,4267,234,5912,6032,10567,12404,21410,22614,-92,-1603,-2907,-2800,-656,-2500,-2226,-4125,-1449,-201,-122,-332,-536,-1096,-1696,-4903,-7570,-3341,5539,-6670,6629,1856,3895,9129,-4446,1466,-4093,-133,-4899,-3341,-8091,-4871,-8996,-8014,2277,-2720,11101,-4288,-1505,-4445,-567,10674,-3801,3687,203,5027,4537,7455,7798,10306,6054,106.5,0.0,15999.378
2025-10-02 17:00:00+00:00,37,33674,29996,2651,982,19030,2215,70,543,1742,20281,157,4454,374,6315,6432,11032,12869,22148,23556,-90,-1611,-2872,-2813,-664,-2487,-2348,-4090,-1453,-197,-120,-326,-524,-1070,-1670,-4856,-7527,-3342,5244,-6735,6361,1864,3995,8304,-4530,1468,-4094,-134,-4900,-3383,-8140,-4920,-9081,-8120,2377,-2860,11680,-4311,-1455,-4397,-1374,11343,-3685,3875,344,5431,4938,7921,8264,11047,7001,110.0,0.0,16875.191
2025-10-02 17:30:00+00:00,38,33992,30314,2722,995,19233,2229,73,543,1743,20528,139,4583,365,6432,6550,11184,13022,22392,23826,-92,-1642,-2910,-2868,-679,-2490,-2348,-4130,-1468,-201,-122,-333,-535,-1094,-1699,-4899,-7587,-3341,5210,-6673,6284,1855,3943,8293,-4468,1427,-4090,-144,-4903,-3380,-8120,-4885,-8987,-7984,2445,-2888,11807,-4365,-1468,-4449,-1384,11509,-3744,3998,334,5538,5040,8041,8369,11176,7109,110.0,0.0,16633.49
2025-10-02 18:00:00+00:00,39,33777,30331,2767,1104,19196,1970,2,483,1914,20540,37,4498,231,6220,6339,11011,12889,22284,23664,-92,-1676,-2920,-2925,-696,-2482,-2104,-4081,-1487,-201,-122,-333,-535,-1093,-1700,-4919,-7567,-3343,5359,-6622,6441,1830,3950,8913,-4479,1420,-4090,-154,-4876,-3323,-8063,-4827,-8947,-8000,2490,-2781,11766,-4628,-1540,-4512,-981,11576,-3848,3912,200,5326,4828,7866,8234,11062,6999,103.87010101010101,0.0,18288.223
2025-10-02 18:30:00+00:00,40,33124,29678,2824,1130,19001,1952,0,247,1916,20411,3,4556,230,6248,6362,11031,12861,22081,23494,-87,-1656,-2854,-2891,-689,-2433,-2099,-4014,-1471,-191,-117,-317,-513,-1053,-1649,-4841,-7472,-3348,5441,-6779,6583,1862,4048,8935,-4648,1503,-4103,-155,-4895,-3355,-8130,-4925,-9176,-8324,2552,-2672,11728,-4506,-1509,-4642,-957,11615,-3799,3983,200,5373,4883,7953,8304,11096,7160,86.29,0.0,19063.664
2025-10-02 19:00:00+00:00,41,32018,28575,2741,1232,18152,1870,0,21,2268,19642,0,4480,232,5979,6089,10770,12601,20909,22400,-84,-1619,-2760,-2827,-672,-2364,-2092,-3915,-1432,-183,-114,-305,-492,-1012,-1590,-4703,-7291,-3358,5652,-7016,6897,1917,4227,9323,-4909,1642,-4124,-156,-4927,-3409,-8242,-5092,-9544,-8855,2479,-2431,11145,-4352,-1454,-4689,-565,11130,-3663,3928,203,5136,4664,7804,8211,10326,6625,70.41,0.0,22126.22
2025-10-02 19:30:00+00:00,42,31016,27573,2726,1265,17473,1379,0,12,2294,18584,0,4479,230,5974,6081,10813,12644,20234,21345,-80,-1562,-2682,-2733,-648,-2288,-2084,-3834,-1384,-194,-110,-312,-490,-987,-1539,-4571,-7106,-3367,5779,-7269,7112,1968,4389,9358,-5181,1768,-4143,-157,-4956,-3458,-8345,-5243,-9939,-9397,2473,-2272,10707,-4629,-1404,-4536,-504,10330,-3537,3946,202,5160,4705,7950,8405,10015,6078,70.39,0.0,23191.004
2025-10-02 20:00:00+00:00,43,29525,26480,2787,1097,16637,1185,0,12,1922,17384,0,4554,227,6049,6156,10879,12414,19119,19866,-77,-1492,-2510,-2615,-619,-2208,-1992,-3398,-1320,-169,-107,-283,-446,-906,-1425,-4323,-6531,-3377,5715,-7747,7145,2023,4566,9070,-5937,1906,-4163,-158,-4988,-3512,-8456,-5704,-10551,-10425,2544,-2302,10135,-4589,-1349,-4359,-758,9668,-3399,4041,200,5267,4834,8127,8340,9298,5410,95.0,0.0,24621.979
2025-10-02 20:30:00+00:00,44,28140,25095,2809,1136,16494,1227,0,13,1965,17254,0,4584,221,6075,6184,10907,12442,18855,19615,-73,-1426,-2463,-2511,-589,-2126,-1982,-3346,-1261,-161,-103,-271,-424,-855,-1357,-4194,-6338,-3390,5889,-8078,7442,2092,4791,9117,-6292,2080,-4190,-159,-5028,-3580,-8597,-5913,-11056,-11130,2579,-2089,10326,-4250,-1280,-4133,-668,9894,-3225,4098,195,5333,4930,8296,8577,9538,5861,19.005133505909537,0.0,25563.385
2025-10-02 21:00:00+00:00,45,26492,23388,2798,887,16037,980,0,13,1402,16804,0,4579,215,6058,6168,10911,12083,18392,19159,-69,-1350,-2274,-2392,-558,-2041,-2029,-3215,-1198,-153,-99,-259,-399,-802,-1270,-3934,-6072,-3405,5826,-8883,7527,2178,5067,8522,-6645,2295,-4222,-161,-5077,-3663,-8771,-6533,-12072,-11909,2583,-2123,10280,-4132,-1194,-3857,-1231,9819,-3010,4125,191,5365,4997,8474,8476,9697,6207,44.71,0.0,26803.152
2025-10-02 21:30:00+00:00,46,25085,21981,2744,899,15944,997,0,13,1422,16713,0,4532,213,5999,6105,10809,11980,18292,19062,-66,-1302,-2248,-2307,-544,-1953,-2043,-3185,-1148,-146,-96,-249,-378,-757,-1210,-3832,-5917,-3418,6003,-9210,7827,2247,5295,8570,-6996,2472,-4249,-163,-5118,-3732,-8915,-6744,-12569,-12609,2542,-1934,10526,-3814,-1124,-3629,-1163,10090,-2833,4105,191,5347,5003,8516,8585,10109,6823,88.0,0.0,28157.424
2025-10-02 22:00:00+00:00,47,21000,20393,2524,479,15045,683,0,13,556,15835,0,4319,178,5722,5823,10479,10907,17372,18162,-64,-1232,-2024,-2200,-504,-1861,-192,-2114,-1088,-142,-94,-242,-363,-718,-1125,-3633,-4811,-3435,5815,-11237,7751,2344,5584,9635,-9891,2563,-5076,-179,-6049,-4764,-10031,-8678,-14536,-15537,2336,-2154,10010,-3788,-1045,-3372,-154,10461,-2633,3922,157,5116,4799,8348,7752,9660,7462,-11.13,0.0,29492.02
2025-10-02 22:30:00+00:00,48,19824,19217,2519,484,15118,917,0,13,562,15941,0,4327,179,5721,5825,10478,10906,17431,18254,-62,-1189,-1918,-2135,-488,-1773,-183,-2004,-1042,-137,-92,-235,-347,-681,-1064,-3463,-4592,-3446,5974,-11525,8014,2403,5775,9675,-10198,2712,-5098,-180,-6083,-4822,-10151,-8856,-15029,-16199,2342,-2000,10366,-3302,-986,-3181,-108,10870,-2484,3952,159,5149,4859,8467,7929,10147,8150,-7.5,0.0,31199.586
2025-10-02 23:00:00+00:00,1,22580,18880,2734,573,15488,750,0,13,1081,16254,0,4662,267,6186,6299,11462,11889,17844,18609,-61,-1140,-2077,-2210,-471,-1666,-2597,-2274,-1000,-135,-91,-233,-342,-676,-1227,-3969,-5167,-3419,6056,-10570,7107,2384,5829,7600,-9106,2791,-4265,-166,-6316,-4997,-10318,-8870,-13275,-14386,2560,-1869,10653,-3535,-969,-3127,-1842,10990,-2442,4294,248,5624,5349,9485,8799,10115,7994,-11.13,0.0,27754.42
2025-10-02 23:30:00+00:00,2,22261,18687,2664,574,15227,752,0,13,1095,15993,0,4538,261,6051,6160,11204,11629,17560,18326,-60,-1107,-2004,-2019,-460,-1566,-2573,-2198,-969,-133,-90,-229,-331,-643,-1179,-3852,-5016,-3420,6128,-10633,7320,2394,5861,7607,-9172,2815,-4268,-166,-6322,-5007,-10339,-8910,-13362,-14501,2491,-1844,10439,-3367,-959,-3095,-1821,10779,-2418,4173,242,5495,5220,9247,8568,9901,7809,11.916844562633177,0.0,28438.736
