valueDateTimeOffset,settlementPeriod,transmissionSystemDemand,nationalDemand,B1_indicatedGeneration,B10_indicatedGeneration,B11_indicatedGeneration,B12_indicatedGeneration,B13_indicatedGeneration,B14_indicatedGeneration,B15_indicatedGeneration,B16_indicatedGeneration,B17_indicatedGeneration,B2_indicatedGeneration,B3_indicatedGeneration,B4_indicatedGeneration,B5_indicatedGeneration,B6_indicatedGeneration,B7_indicatedGeneration,B8_indicatedGeneration,B9_indicatedGeneration,B1_indicatedDemand,B10_indicatedDemand,B11_indicatedDemand,B12_indicatedDemand,B13_indicatedDemand,B14_indicatedDemand,B15_indicatedDemand,B16_indicatedDemand,B17_indicatedDemand,B2_indicatedDemand,B3_indicatedDemand,B4_indicatedDemand,B5_indicatedDemand,B6_indicatedDemand,B7_indicatedDemand,B8_indicatedDemand,B9_indicatedDemand,B1_indicatedMargin,B10_indicatedMargin,B11_indicatedMargin,B12_indicatedMargin,B13_indicatedMargin,B14_indicatedMargin,B15_indicatedMargin,B16_indicatedMargin,B17_indicatedMargin,B2_indicatedMargin,B3_indicatedMargin,B4_indicatedMargin,B5_indicatedMargin,B6_indicatedMargin,B7_indicatedMargin,B8_indicatedMargin,B9_indicatedMargin,B1_indicatedImbalance,B10_indicatedImbalance,B11_indicatedImbalance,B12_indicatedImbalance,B13_indicatedImbalance,B14_indicatedImbalance,B15_indicatedImbalance,B16_indicatedImbalance,B17_indicatedImbalance,B2_indicatedImbalance,B3_indicatedImbalance,B4_indicatedImbalance,B5_indicatedImbalance,B6_indicatedImbalance,B7_indicatedImbalance,B8_indicatedImbalance,B9_indicatedImbalance,imbalancePrice,lossOfLoadProbability,deratedMargin
2025-10-08 17:30:00+00:00,38,36324,32845,2755,2317,17614,6648,913,670,3004,20164,221,4446,328,6117,6218,9708,11554,20435,23206,-98,-1684,-3218,-2923,-701,-2549,-2194,-4417,-1490,-214,-128,-352,-606,-1283,-1960,-5294,-7983,-3317,5052,-6853,5998,1728,3603,8730,-3935,1106,-4492,-147,-5267,-3706,-8479,-5266,-9215,-7175,2455,-1884,9578,-488,-754,-4732,-40,10519,-3980,3812,295,5150,4584,6307,6519,8297,5231,134.0,0.0,11947.914
2025-10-08 18:00:00+00:00,39,36401,32990,2784,2299,17715,6431,873,678,3138,20254,85,4472,330,6105,6181,9672,11555,20458,23081,-95,-1700,-3194,-2949,-711,-2511,-2118,-4338,-1497,-209,-125,-344,-595,-1265,-1938,-5276,-7917,-3316,5036,-6828,5992,1702,3581,8935,-3971,1070,-4491,-147,-5271,-3655,-8455,-5205,-9177,-7163,2483,-1921,9644,-736,-802,-4747,157,10626,-4135,3836,297,5134,4540,6256,6498,8268,5088,136.59,0.0,12213.885
2025-10-08 18:30:00+00:00,40,36114,32703,2793,2316,17664,6395,873,601,3031,20234,64,4451,316,6054,6131,9614,11505,20415,23049,-91,-1676,-3133,-2910,-703,-2452,-2113,-4277,-1484,-200,-121,-331,-576,-1230,-1894,-5200,-7828,-3318,5035,-6900,6022,1716,3557,8945,-4053,1105,-4496,-147,-5279,-3669,-8484,-5248,-9276,-7308,2494,-1868,9662,-710,-787,-4778,60,10680,-4120,3820,283,5091,4504,6227,6491,8329,5201,119.88,0.0,12431.471
2025-10-08 19:00:00+00:00,41,34768,31568,2559,2332,16942,6298,872,539,2910,19535,13,4046,180,5454,5519,8954,10839,19317,21923,-89,-1637,-3061,-2843,-686,-2386,-1970,-4171,-1444,-195,-119,-323,-561,-1195,-1847,-5088,-7642,-3328,5231,-7177,6337,1773,3741,9132,-4382,1248,-4518,-148,-5312,-3725,-8600,-5420,-9674,-7902,2270,-1709,9214,-565,-731,-4656,109,10303,-4028,3437,148,4524,3948,5683,5997,7644,4681,123.57,0.0,13185.951
2025-10-08 19:30:00+00:00,42,34083,30883,2574,2321,16828,6287,860,539,2911,19441,5,4060,181,5475,5540,8977,10865,19217,21836,-85,-1582,-2955,-2753,-662,-2307,-1962,-4061,-1396,-188,-115,-312,-538,-1146,-1775,-4923,-7425,-3335,5314,-7353,6482,1803,3852,9155,-4575,1335,-4531,-149,-5332,-3758,-8670,-5523,-9956,-8287,2292,-1633,9265,-429,-709,-4545,133,10385,-3949,3464,150,4565,4002,5776,6126,7794,4941,120.0,0.0,14613.895
2025-10-08 20:00:00+00:00,43,32902,29558,2552,2327,15393,5859,847,514,2824,18025,4,4046,182,5272,5338,8748,10631,17775,20410,-83,-1510,-2830,-2633,-632,-2220,-2094,-3886,-1338,-183,-113,-304,-514,-1081,-1681,-4720,-7115,-3346,5500,-7399,6798,1869,4067,8963,-4692,1502,-4556,-150,-5370,-3823,-8805,-5730,-10168,-8739,2281,-1460,8149,-573,-656,-4355,-52,9354,-3783,3475,152,4400,3865,5682,6092,6834,4231,120.0,0.0,16339.638
2025-10-08 20:30:00+00:00,44,31500,28156,2572,2327,14977,5329,845,513,2836,17627,0,4065,185,5298,5364,8729,10614,17240,19890,-80,-1442,-2709,-2529,-603,-2142,-2097,-3761,-1284,-177,-110,-295,-492,-1024,-1599,-4517,-6852,-3359,5676,-7535,7101,1939,4294,9011,-4853,1678,-4583,-151,-5411,-3892,-8948,-5942,-10477,-9250,2314,-1284,8071,-803,-588,-4129,8,9317,-3611,3521,156,4467,3960,5806,6287,6809,4421,104.0,0.0,16483.201
2025-10-08 21:00:00+00:00,45,29658,26498,2576,1819,14926,4730,845,496,2467,17395,0,4068,186,5310,5375,8720,10544,16527,18996,-76,-1374,-2576,-2426,-579,-2055,-1935,-3598,-1218,-168,-106,-282,-463,-961,-1508,-4310,-6550,-3374,5375,-7999,6953,2022,4472,8853,-5372,1887,-4614,-153,-5459,-3973,-9117,-6255,-11144,-10182,2333,-1583,8419,-1048,-505,-3878,-145,9535,-3402,3555,159,4527,4052,5966,6467,6700,4392,98.0,0.0,18020.0
2025-10-08 21:30:00+00:00,46,28408,25248,2563,1821,14974,4734,845,423,2467,17232,0,4064,186,5302,5365,8717,10541,16265,18523,-73,-1328,-2576,-2347,-568,-1966,-1944,-3594,-1167,-161,-103,-271,-440,-956,-1475,-4233,-6418,-3385,5530,-8302,7220,2082,4675,8896,-5697,2045,-4638,-154,-5495,-4034,-9245,-6444,-11597,-10816,2331,-1423,8769,-776,-442,-3748,-102,9694,-3244,3575,160,4555,4103,6091,6653,6893,4553,79.0,0.0,18931.271
2025-10-08 22:00:00+00:00,47,24169,23562,2389,992,13350,2876,851,423,1573,14393,0,3901,150,5075,5138,8480,8975,14663,15706,-71,-1247,-2339,-2212,-518,-1863,-191,-2436,-1110,-157,-101,-266,-425,-865,-1363,-4024,-5231,-3374,5339,-10029,7129,2168,5000,10392,-8798,2148,-4644,-154,-5559,-4213,-9513,-8125,-13281,-13979,2172,-2040,7551,-2273,-352,-3475,755,8204,-3032,3444,126,4377,3959,6026,5342,5798,3400,50.0,0.0,20329.031
2025-10-08 22:30:00+00:00,48,23047,22440,2395,994,13390,2023,851,423,885,13598,0,3919,153,5100,5163,8529,9022,14717,14926,-70,-1207,-2247,-2153,-503,-1768,-182,-2340,-1066,-155,-100,-261,-410,-826,-1305,-3867,-5025,-3385,5486,-10309,7375,2224,5182,10430,-9097,2290,-4665,-155,-5592,-4268,-9627,-8294,-13695,-14554,2189,-1896,7861,-2886,-296,-3293,105,7698,-2890,3483,130,4435,4039,6189,5558,6260,3189,96.9,0.0,22220.826
2025-10-08 23:00:00+00:00,1,22842,21800,2924,1144,15784,1299,0,433,1861,16051,0,4682,284,6119,6194,10220,12111,17284,17551,-66,-1151,-2102,-2211,-485,-1650,-354,-2404,-1016,-152,-96,-255,-385,-763,-1198,-3526,-4844,-3434,6583,-10136,8370,2247,5231,10945,-8687,2433,-4685,-165,-6693,-5395,-10733,-7997,-13637,-14404,2723,-1666,10404,-3611,-1115,-3180,919,10095,-2810,4258,262,5472,5101,7939,8738,9161,6025,88.29,0.0,25075.107
2025-10-08 23:30:00+00:00,2,22348,21437,2912,1149,15777,1177,1,423,1858,16060,0,4673,285,6108,6185,10203,12093,17301,17584,-65,-1115,-2035,-2041,-473,-1554,-372,-2334,-983,-149,-95,-251,-375,-725,-1154,-3414,-4696,-3438,6629,-10230,8576,2265,5290,10957,-8788,2479,-4692,-165,-6704,-5413,-10776,-8058,-13774,-14594,2715,-1615,10490,-3531,-1096,-3131,928,10204,-2764,4256,263,5472,5110,7965,8781,9316,6248,96.89,0.0,25471.844
2025-10-09 00:00:00+00:00,3,22172,21300,2884,1153,15738,1179,2,423,1918,16116,0,4643,282,6074,6153,10146,12035,17284,17661,-96,-1124,-2098,-2047,-480,-1525,-317,-2419,-981,-182,-96,-285,-405,-782,-1197,-3483,-4785,-3439,6648,-10263,8602,2273,5312,11194,-8801,2496,-4695,-165,-6708,-5420,-10789,-8077,-13824,-14640,2688,-1594,10484,-3486,-1088,-3109,1101,10273,-2747,4229,260,5442,5085,7922,8743,9349,6372,70.00571827687295,0.0,25748.684
2025-10-09 00:30:00+00:00,4,21834,20962,2868,1155,15701,1178,2,423,1915,16092,0,4619,280,6028,6107,10095,11984,17248,17640,-96,-1125,-2105,-2050,-481,-1505,-315,-2426,-974,-181,-96,-284,-447,-811,-1217,-3484,-4778,-3442,6691,-10347,8675,2290,5367,11205,-8890,2539,-4701,-166,-6718,-5436,-10825,-8129,-13951,-14816,2675,-1549,10529,-3415,-1071,-3054,1109,10336,-2704,4211,259,5406,5055,7906,8743,9436,6523,84.35,0.0,26091.057
2025-10-09 01:00:00+00:00,5,22682,21400,2855,1155,15536,1177,1,423,1968,15934,0,4598,276,5966,6045,10027,11846,17082,17480,-96,-1116,-2055,-2049,-477,-1489,-427,-2681,-968,-187,-96,-290,-414,-775,-1173,-3425,-5019,-3438,6640,-10311,8586,2271,5296,11143,-8540,2484,-4693,-165,-6705,-5415,-10780,-8133,-13861,-14356,2658,-1604,10258,-3510,-1094,-3125,1043,9759,-2759,4182,254,5331,4972,7793,8539,9110,5835,95.9,0.0,25176.236
2025-10-09 01:30:00+00:00,6,22034,20752,2865,1155,15564,1177,2,423,1970,15974,0,4620,270,5966,6043,10042,11861,17114,17525,-95,-1105,-2043,-2034,-472,-1476,-452,-2668,-962,-185,-95,-287,-400,-762,-1158,-3428,-5015,-3444,6725,-10502,8729,2307,5401,11165,-8741,2565,-4705,-166,-6724,-5447,-10865,-8250,-14152,-14740,2674,-1523,10442,-3371,-1061,-3020,1067,9966,-2678,4216,249,5350,5002,7874,8652,9378,6208,95.45,0.0,25773.941
2025-10-09 02:00:00+00:00,7,22226,20574,2873,1134,15608,1157,2,423,1938,16030,0,4635,268,5964,6039,10024,11883,17166,17588,-94,-1178,-2410,-2205,-492,-1512,-721,-3122,-1080,-387,-94,-549,-664,-1057,-1461,-3843,-5634,-3445,6752,-10457,8772,2328,5458,10920,-8644,2587,-4698,-166,-6703,-5430,-10858,-8211,-14131,-14688,2683,-1521,10529,-3353,-1052,-2991,759,9980,-2655,4235,247,5353,5006,7874,8701,9495,6273,60.0,0.0,25751.088
2025-10-09 02:30:00+00:00,8,21767,20115,2867,1133,15625,1158,3,423,1939,16057,0,4633,266,5937,6014,9974,11831,17154,17586,-64,-1222,-2477,-2292,-510,-1519,-785,-3202,-1119,-357,-94,-539,-656,-1084,-1509,-3923,-5766,-3449,6810,-10591,8871,2352,5532,10936,-8802,2645,-4706,-166,-6716,-5452,-10904,-8280,-14323,-14962,2681,-1464,10657,-3254,-1028,-2917,776,10125,-2597,4241,245,5339,5004,7871,8718,9650,6504,80.0,0.0,26288.79
2025-10-09 03:00:00+00:00,9,22272,20048,2856,1131,15603,1156,3,423,1834,16047,0,4624,266,5907,5984,9961,11778,17094,17538,-63,-1147,-2256,-2131,-463,-1494,-1247,-3067,-977,-350,-93,-480,-611,-985,-1380,-3645,-5433,-3450,6824,-10655,8894,2359,5543,10362,-8766,2653,-4708,-166,-6718,-5455,-10911,-8330,-14396,-14943,2671,-1458,10651,-3241,-1024,-2906,200,10033,-2589,4234,245,5311,4977,7865,8675,9615,6391,83.94,0.0,26173.309
2025-10-09 03:30:00+00:00,10,22174,19950,2843,1127,15712,1153,3,423,1848,16167,0,4613,264,5899,5981,10029,11848,17220,17676,-64,-1165,-2109,-2185,-469,-1591,-1271,-2921,-1017,-192,-94,-292,-426,-805,-1205,-3512,-5341,-3451,6836,-10706,8916,2363,5559,10366,-8819,2665,-4709,-167,-6721,-5460,-10950,-8374,-14459,-15020,2659,-1450,10784,-3223,-1020,-2890,218,10178,-2577,4224,244,5306,4979,7943,8760,9776,6579,96.89,0.0,26414.79
2025-10-09 04:00:00+00:00,11,23224,19700,2838,1061,15931,1237,3,424,2078,16471,0,4610,259,5912,6001,10141,12032,17543,18083,-66,-1162,-2065,-2089,-487,-1641,-2125,-3192,-1011,-151,-96,-254,-381,-743,-1157,-3430,-5567,-3453,6885,-10680,9067,2400,5601,9247,-8511,2719,-4714,-167,-6728,-5472,-10959,-8325,-14526,-14860,2656,-1484,11063,-3086,-1007,-2848,-533,10236,-2545,4226,239,5326,5011,8081,8982,10190,6802,97.74,0.0,26865.158
2025-10-09 04:30:00+00:00,12,24402,20878,2864,1081,16000,2031,3,423,2613,16578,0,4638,253,5937,6029,10166,12060,17854,18432,-80,-1235,-2254,-2219,-515,-1786,-2130,-3386,-1067,-170,-101,-277,-423,-851,-1295,-3682,-5881,-3443,6736,-10396,8816,2341,5409,9207,-8208,2570,-4692,-166,-6694,-5414,-10838,-8147,-14098,-14263,2672,-1613,10848,-2544,-1066,-3040,-38,10040,-2694,4232,232,5317,4981,7985,8832,10072,6553,97.75,0.0,26108.475
2025-10-09 05:00:00+00:00,13,26310,22748,2924,1085,16476,2763,3,426,2862,17376,4,4705,249,6107,6199,10420,12314,18625,19529,-77,-1348,-2407,-2392,-561,-1974,-2182,-3550,-1172,-171,-108,-286,-440,-880,-1369,-3957,-6271,-3426,6487,-9939,8402,2250,5106,8984,-7722,2380,-4656,-164,-6640,-5323,-10656,-7873,-13461,-13406,2715,-1844,10873,-2212,-1159,-3340,110,10357,-2925,4263,226,5433,5060,8049,8804,10163,6702,97.75,0.0,24901.326
2025-10-09 05:30:00+00:00,14,28621,25059,2925,1105,16889,2855,20,458,2907,18164,7,4721,255,6141,6235,10470,12372,19155,20437,-96,-1470,-2662,-2599,-612,-2137,-2200,-3815,-1285,-198,-116,-323,-516,-1010,-1547,-4342,-6780,-3405,6184,-9381,7927,2122,4732,8950,-7123,2089,-4612,-161,-6573,-5210,-10420,-7524,-12624,-12235,2695,-2115,10729,-2615,-1258,-3683,76,10550,-3213,4235,229,5400,4983,7863,8513,9852,6439,112.9,0.0,22740.557
2025-10-09 06:00:00+00:00,15,30534,27006,3200,1258,18407,3224,66,527,3324,19724,224,5214,388,6898,7005,11307,13244,20780,22320,-95,-1580,-2861,-2777,-665,-2274,-2183,-4021,-1399,-208,-125,-342,-539,-1081,-1664,-4682,-7241,-3387,5954,-9028,7531,2022,4390,9020,-6739,1861,-4577,-159,-6535,-5133,-10240,-7287,-11999,-11349,2952,-2208,11778,-2662,-1309,-3929,459,11611,-3242,4691,360,6100,5657,8501,9091,10768,7336,110.0,0.0,21248.033
2025-10-09 06:30:00+00:00,16,31528,28000,3307,1268,18761,3277,79,541,3350,20090,263,5325,386,7004,7160,11484,13418,21160,22751,-101,-1643,-3009,-2880,-693,-2376,-2192,-4176,-1476,-221,-131,-362,-572,-1145,-1757,-4915,-7558,-3378,5847,-8806,7352,1990,4232,8986,-6501,1736,-4558,-158,-6506,-5084,-10139,-7136,-11640,-10848,3050,-2323,11892,-2822,-1346,-4076,451,11722,-3328,4784,358,6178,5764,8577,9114,10786,7264,112.9,0.0,20333.63
2025-10-09 07:00:00+00:00,17,30689,29000,3255,1171,18491,3303,21,490,3327,19821,157,5280,388,6932,7030,11256,13183,20813,22301,-107,-1701,-3143,-2978,-724,-2457,-1406,-3315,-1531,-234,-137,-382,-607,-1213,-1849,-5115,-6817,-3370,5727,-8475,7126,1919,4060,9783,-7150,1609,-4536,-158,-6448,-5006,-10008,-6952,-11145,-11207,2990,-2546,11382,-3010,-1454,-4289,1172,12197,-3560,4720,358,6076,5584,8247,8728,10075,7308,117.0,0.0,18407.143
2025-10-09 07:30:00+00:00,18,30237,28548,3244,1123,18346,3288,21,514,3330,19698,110,5165,385,6821,6913,11150,13074,20621,22084,-115,-1709,-3213,-3006,-725,-2487,-1407,-3385,-1545,-245,-140,-396,-631,-1251,-1902,-5220,-6937,-3374,5778,-8481,7204,1940,4133,9828,-7159,1666,-4535,-158,-6452,-5019,-10044,-6966,-11196,-11316,2983,-2537,11345,-2928,-1431,-4192,1190,12190,-3550,4613,356,5979,5490,8187,8688,10048,7320,117.0,0.0,18943.998
2025-10-09 08:00:00+00:00,19,29457,28469,3111,1093,17591,3147,20,455,3150,19588,37,4941,251,6359,6451,10677,12557,19824,21859,-110,-1702,-3287,-2992,-718,-2532,-744,-3421,-1542,-245,-140,-396,-633,-1271,-1933,-5324,-7001,-3374,5785,-8321,7260,1943,4146,10489,-6381,1675,-4511,-158,-6398,-4966,-9942,-6868,-11117,-10629,2850,-2557,10609,-3052,-1428,-4238,1677,12137,-3613,4391,222,5519,5032,7722,8183,9279,7172,112.9,0.0,18866.512
2025-10-09 08:30:00+00:00,20,28792,27804,3144,1070,17649,3117,2,434,3165,19624,5,4968,252,6392,6483,10695,12578,19834,21814,-109,-1650,-3275,-2922,-686,-2532,-740,-3408,-1516,-242,-139,-392,-628,-1264,-1919,-5308,-6957,-3380,5867,-8472,7441,1974,4254,10511,-6532,1759,-4518,-159,-6412,-4993,-10005,-6963,-11348,-10945,2889,-2496,10828,-2940,-1413,-4151,1715,12344,-3561,4430,224,5571,5096,7808,8304,9531,7464,107.5,0.0,20010.152
2025-10-09 09:00:00+00:00,21,28061,27048,3161,1064,17669,2603,0,436,3593,19828,0,4988,257,6356,6446,10632,12517,19512,21671,-112,-1597,-3269,-2847,-658,-2525,-761,-3399,-1489,-242,-137,-390,-635,-1263,-1915,-5297,-6915,-3387,5900,-8645,7509,1998,4376,10914,-6503,1854,-4534,-159,-6435,-5031,-10083,-7078,-11611,-11101,2913,-2407,11030,-3292,-1377,-4027,2143,12743,-3471,4465,229,5557,5096,7822,8357,9485,7704,107.5,0.0,20665.035
2025-10-09 09:30:00+00:00,22,26878,25865,3183,1062,17723,1773,0,438,3612,19670,0,5013,263,6394,6487,10669,12553,19416,21364,-107,-1528,-3225,-2748,-617,-2499,-756,-3352,-1464,-237,-137,-384,-618,-1244,-1898,-5248,-6840,-3398,6046,-8898,7753,2055,4568,10954,-6765,2003,-4557,-161,-6471,-5090,-10205,-7230,-12007,-11656,2946,-2260,11369,-3869,-1318,-3833,2203,12889,-3322,4512,237,5629,5195,7980,8572,9819,7997,112.34343661291098,0.0,21429.928
2025-10-09 10:00:00+00:00,23,26289,25551,3163,1065,17767,1454,1,439,3354,19278,0,4994,271,6387,6481,10676,12605,19433,20944,-116,-1474,-3233,-2656,-579,-2493,-513,-3357,-1424,-250,-136,-397,-636,-1256,-1904,-5245,-6792,-3401,6123,-8818,7838,2068,4618,11370,-6678,2035,-4562,-161,-6474,-5081,-10167,-7160,-11946,-11620,2929,-2217,11489,-4121,-1302,-3781,2230,12578,-3282,4499,245,5632,5205,8019,8671,9950,7736,98.0,0.0,20673.723
2025-10-09 10:30:00+00:00,24,25831,25093,3072,1073,17715,1448,4,439,3228,19187,0,4906,282,6313,6407,10638,12564,19355,20827,-114,-1427,-3215,-2594,-553,-2467,-532,-3336,-1406,-246,-134,-390,-628,-1244,-1888,-5218,-6745,-3405,6180,-8945,8107,2091,4692,11389,-6806,2092,-4572,-161,-6488,-5104,-10215,-7244,-12130,-11862,2842,-2152,11547,-4029,-1276,-3707,2120,12604,-3225,4420,256,5571,5153,8028,8699,10039,7851,96.9,0.0,20341.227
2025-10-09 11:00:00+00:00,25,25760,25030,3050,1103,17723,1480,9,439,3355,19193,0,4878,291,6280,6376,10655,12581,19340,20810,-102,-1497,-3361,-2765,-549,-2513,-575,-3479,-1436,-433,-132,-575,-802,-1414,-2049,-5403,-6958,-3405,6206,-8985,7947,2093,4702,11552,-6849,2100,-4591,-161,-6508,-5125,-10239,-7285,-12182,-11926,2820,-2114,11570,-3983,-1268,-3697,2257,12627,-3217,4393,265,5540,5125,8051,8726,10047,7866,95.0,0.0,20344.771
2025-10-09 11:30:00+00:00,26,25271,24541,3028,1109,17718,1489,13,438,3354,19178,0,4842,291,6248,6343,10684,12613,19325,20786,-195,-1474,-3576,-2735,-540,-2497,-565,-3692,-1452,-524,-131,-666,-889,-1581,-2198,-5625,-7194,-3410,6268,-9130,8079,2118,4781,11569,-6985,2162,-4631,-162,-6553,-5180,-10315,-7385,-12385,-12182,2803,-2046,11683,-3870,-1239,-3619,2273,12737,-3155,4366,266,5522,5116,8130,8832,10210,8090,59.97,0.0,20921.77
2025-10-09 12:00:00+00:00,27,24820,24320,3014,1113,17704,1498,15,437,3647,19247,0,4824,293,6236,6331,10710,12639,19300,20843,-124,-1499,-3541,-2794,-575,-2487,-433,-3656,-1526,-456,-130,-645,-866,-1543,-2156,-5556,-7197,-3412,6313,-9255,8306,2128,4817,12140,-7107,2190,-4638,-162,-6562,-5194,-10372,-7453,-12536,-12358,2791,-2014,11722,-3813,-1226,-3584,2803,12863,-3127,4352,268,5516,5115,8178,8891,10266,8259,95.0,0.0,22496.215
2025-10-09 12:30:00+00:00,28,24651,24151,2989,1113,17620,1503,15,436,3633,19190,0,4786,289,6200,6294,10646,12574,19204,20774,-98,-1476,-3691,-2767,-561,-2474,-464,-3844,-1507,-428,-128,-614,-879,-1584,-2224,-5700,-7359,-3413,6339,-9292,8170,2142,4845,12185,-7145,2211,-4648,-162,-6573,-5208,-10381,-7470,-12611,-12456,2767,-1993,11679,-3772,-1218,-3557,2795,12850,-3106,4318,264,5485,5086,8132,8852,10231,8276,60.01,0.0,24289.969
2025-10-09 13:00:00+00:00,29,24430,23930,2961,1090,17577,1480,12,434,3678,19412,0,4764,282,6177,6273,10629,12553,19150,20985,-98,-1329,-3197,-2496,-497,-2425,-431,-3311,-1335,-223,-128,-361,-603,-1195,-1798,-5133,-6581,-3415,6358,-9372,8378,2164,4880,12249,-7228,2239,-4652,-163,-6580,-5219,-10418,-7518,-12725,-12600,2741,-1988,11689,-3748,-1210,-3524,2847,13129,-3078,4300,258,5469,5076,8137,8864,10257,8599,95.0,0.0,24086.365
2025-10-09 13:30:00+00:00,30,24699,24199,2944,1082,17464,1466,6,432,3664,19403,0,4731,275,6140,6235,10538,12458,19002,20941,-97,-1334,-3218,-2548,-498,-2411,-433,-3333,-1341,-253,-127,-390,-624,-1263,-1845,-5162,-6617,-3413,6325,-9351,8145,2152,4837,12240,-7203,2205,-4647,-162,-6572,-5206,-10387,-7474,-12673,-12510,2722,-2030,11512,-3820,-1229,-3569,2824,13050,-3112,4262,250,5424,5025,8019,8728,10012,8419,95.0,0.0,24047.576
2025-10-09 14:00:00+00:00,31,25329,24554,2921,1069,17379,1442,0,429,3425,19622,0,4698,270,6122,6213,10482,12397,18929,21172,-97,-1343,-3139,-2448,-510,-2383,-529,-3254,-1341,-215,-127,-351,-569,-1180,-1807,-5031,-6487,-3410,6268,-9328,8223,2145,4811,11561,-7175,2166,-4642,-162,-6576,-5222,-10390,-7460,-12616,-12410,2696,-2088,11341,-3920,-1253,-3630,2298,13178,-3157,4222,245,5395,4985,7926,8614,9809,8470,95.0,0.0,22970.773
2025-10-09 14:30:00+00:00,32,26216,25441,2975,1071,17602,1593,1,427,3811,20400,4,4735,260,6143,6232,10440,12350,19322,22124,-95,-1387,-3013,-2500,-535,-2407,-507,-3131,-1362,-212,-125,-347,-565,-1157,-1742,-4930,-6410,-3402,6158,-9117,7858,2102,4668,11533,-6951,2054,-4625,-161,-6551,-5179,-10300,-7328,-12315,-11982,2742,-2198,11350,-3958,-1296,-3775,2654,13728,-3265,4242,234,5391,4961,7794,8433,9879,8972,98.0,0.0,21907.146
2025-10-09 15:00:00+00:00,33,28255,26812,2933,1074,17772,2477,1,449,3182,21250,13,4679,247,6071,6158,10325,12232,19692,23183,-94,-1443,-2998,-2577,-561,-2444,-1184,-3119,-1388,-210,-124,-344,-568,-1180,-1776,-4942,-6451,-3389,6018,-8791,7595,2034,4445,10163,-6612,1882,-4599,-160,-6511,-5112,-10160,-7121,-11840,-11320,2687,-2367,11190,-3368,-1365,-3976,1310,14225,-3428,4160,220,5279,4820,7539,8108,9750,9336,95.66,0.0,19548.775
2025-10-09 15:30:00+00:00,34,29987,28544,2907,1076,17970,3305,0,450,3159,21890,15,4647,244,6025,6107,10178,12083,19838,23772,-94,-1502,-3031,-2671,-597,-2466,-1191,-3153,-1406,-209,-124,-343,-576,-1206,-1811,-5001,-6530,-3377,5800,-8467,7228,1949,4165,10175,-6260,1663,-4570,-158,-6464,-5030,-9987,-6863,-11306,-10539,2646,-2584,10970,-2910,-1452,-4255,1229,14420,-3645,4095,215,5183,4684,7216,7697,9266,9047,92.71,0.0,17934.812
2025-10-09 16:00:00+00:00,35,31228,29871,3062,1097,18440,3531,19,455,3169,22377,33,4780,372,6439,6519,10365,12266,20575,24546,-95,-1559,-3066,-2756,-633,-2491,-1111,-3190,-1427,-208,-125,-343,-584,-1233,-1846,-5094,-6645,-3364,5637,-8276,6967,1883,3950,10238,-6050,1496,-4543,-157,-6424,-4965,-9885,-6696,-10981,-10027,2789,-2730,11121,-2968,-1500,-4465,1279,14566,-3794,4203,342,5558,5031,7267,7680,9520,9148,134.09,0.0,16605.133
2025-10-09 16:30:00+00:00,36,32293,30936,3065,1103,18395,3538,21,472,3271,22341,49,4742,369,6404,6481,10267,12163,20478,24473,-95,-1602,-3081,-2812,-659,-2494,-1115,-3207,-1448,-209,-125,-344,-589,-1244,-1859,-5128,-6702,-3354,5503,-8022,6724,1830,3777,10202,-5783,1362,-4523,-156,-6393,-4913,-9785,-6544,-10596,-9494,2782,-2858,10819,-3189,-1551,-4621,1345,14256,-3912,4145,338,5492,4941,7061,7416,9035,8535,134.09,0.0,15466.604
2025-10-09 17:00:00+00:00,37,32697,31880,3065,1252,18652,3572,67,518,3684,22612,192,4928,382,6639,6714,10504,12394,20753,24904,-96,-1630,-3130,-2867,-677,-2507,-575,-3258,-1467,-211,-126,-347,-600,-1272,-1898,-5175,-6770,-3346,5361,-7866,6423,1786,3624,10979,-5617,1243,-4539,-155,-6430,-4930,-9761,-6474,-10334,-9103,2774,-2828,10848,-3357,-1552,-4728,2266,14284,-3888,4313,350,5700,5127,7201,7505,8967,8487,122.0,0.0,14659.476
2025-10-09 17:30:00+00:00,38,33289,32472,3085,1255,18683,3583,71,522,3687,22689,248,4931,382,6643,6759,10524,12407,20767,25020,-97,-1676,-3193,-2939,-699,-2523,-580,-3323,-1490,-212,-127,-348,-607,-1298,-1938,-5255,-6875,-3340,5289,-7729,6304,1758,3529,10959,-5479,1169,-4528,-154,-6413,-4901,-9701,-6384,-10130,-8822,2788,-2899,10737,-3473,-1578,-4819,2249,14209,-3906,4305,349,5687,5143,7161,7428,8765,8303,133.31,0.0,14079.787
2025-10-09 18:00:00+00:00,39,33360,32860,3053,1213,18483,3459,21,509,4407,22474,96,4879,383,6533,6596,10259,12137,20475,24562,-95,-1695,-3177,-2970,-712,-2490,-261,-3307,-1496,-209,-125,-344,-601,-1288,-1930,-5236,-6862,-3337,5188,-8085,6148,1725,3445,12165,-5814,1117,-4518,-154,-6411,-4861,-9645,-6310,-10439,-9058,2753,-2990,10443,-3680,-1647,-4895,3273,13894,-4107,4245,350,5566,4961,6856,7100,8332,7648,122.0,0.0,14837.167
